series,reporting_date,cum_returned,crr_basic,crr_with_fees,gl_pct_pool,gl_pct_resid,avg_gl_per_vehicle,vintage_month,period_realized,period_scheduled
Ford Credit Auto Lease Trust 2017-A,2017-02-28,0,,,,,,0,0.0,0.0
Ford Credit Auto Lease Trust 2017-A,2017-03-31,48,1.058820352004237,1.0735434376219224,3.151744621033421e-05,0.05882035200423693,929.2327083333342,1,802898.02,758294.85
Ford Credit Auto Lease Trust 2017-A,2017-04-30,142,1.0454753584369958,1.0596120199398902,7.660831508840498e-05,0.0454753584369959,763.4880985915464,2,1689562.4899999998,1625750.35
Ford Credit Auto Lease Trust 2017-A,2017-05-31,332,1.0342399443488206,1.0479551231993764,0.00013576162229497963,0.03423994434882065,578.7002108433699,3,3310905.76,3227192.6000000006
Ford Credit Auto Lease Trust 2017-A,2017-06-30,618,1.0246969183167631,1.0387489257435125,0.0001824530255456797,0.024696918316763183,417.8085275080905,4,4909814.66,4843737.459999999
Ford Credit Auto Lease Trust 2017-A,2017-07-31,996,1.0284254144326535,1.040893878490602,0.00034027887475858887,0.02842541443265344,483.4931827309246,5,6709528.289999999,6486174.749999998
Ford Credit Auto Lease Trust 2017-A,2017-08-31,1595,1.0299913464084747,1.0419478219732057,0.0005761313575977754,0.02999134640847466,511.1819749216301,6,10578309.490000002,10244533.450000003
Ford Credit Auto Lease Trust 2017-A,2017-09-30,2190,1.0333433126528202,1.0445470860984198,0.0008870407170390365,0.03334331265282014,573.2105114155266,7,10902971.670000002,10462975.899999999
Ford Credit Auto Lease Trust 2017-A,2017-10-31,2793,1.0300988438798004,1.040739105252331,0.0010217282078320538,0.03009884387980049,517.7011779448624,8,10581647.669999994,10391039.299999997
Ford Credit Auto Lease Trust 2017-A,2017-11-30,3282,1.0265417945915605,1.0373338726642471,0.0010612383060484864,0.026541794591560378,457.6031931748955,9,8600696.940000005,8544782.649999999
Ford Credit Auto Lease Trust 2017-A,2017-12-31,3463,1.0257627116472225,1.0365352513963855,0.0010899462564178512,0.025762711647222554,445.4175223794406,10,3328759.5,3288132.3000000045
Ford Credit Auto Lease Trust 2017-A,2018-01-31,4794,1.0151194754783526,1.0257689602167168,0.0009007518809433208,0.015119475478352578,265.90215269086394,11,24170430.29999999,24438176.25999999
Ford Credit Auto Lease Trust 2017-A,2018-02-28,5433,1.0130525231815064,1.023750496337707,0.0008835659606328834,0.013052523181506332,230.15158844101106,12,11463498.960000008,11487820.299999997
Ford Credit Auto Lease Trust 2017-A,2018-03-31,6308,1.0136851672707945,1.0240584358680445,0.0010813880336513785,0.013685167270794416,242.6076997463546,13,16308211.870000005,16028256.080000013
Ford Credit Auto Lease Trust 2017-A,2018-04-30,7175,1.0160124509730064,1.0262451952154774,0.0014436767680640588,0.016012450973006322,284.7493672473879,14,16278844.399999991,15766137.059999987
Ford Credit Auto Lease Trust 2017-A,2018-05-31,8036,1.017126855486713,1.027285881706187,0.0017296038115425497,0.017126855486712902,304.59404678945003,15,15728576.690000013,15323935.64
Ford Credit Auto Lease Trust 2017-A,2018-06-30,8968,1.019967867205982,1.0300567444872168,0.0022519992622886745,0.019967867205982,355.37539027654213,16,17429105.340000004,16689816.599999994
Ford Credit Auto Lease Trust 2017-A,2018-07-31,10040,1.0244078421361063,1.0345308265253708,0.0030772876710062303,0.024407842136106184,433.7595896414344,17,19985243.829999983,18817304.050000012
Ford Credit Auto Lease Trust 2017-A,2018-08-31,11285,1.0295710007189038,1.0395440442503892,0.00417087892953958,0.02957100071890383,523.0470119627826,18,22730809.25,21183170.0
Ford Credit Auto Lease Trust 2017-A,2018-09-30,12438,1.0316870678757064,1.0415336037080536,0.004920232473447851,0.031687067875706396,559.821760733237,19,21197879.629999995,20137402.099999994
